USBlyzer Report

Capture List

Type,Seq,Time,Elapsed,Duration,Request,Request Details,Raw Data,I/O,C:I:E,Device Object,Device Name,Driver Name,IRP,Status
URB,0329-0326,21:05:18.698,11.848548 s,42.072 ms,Bulk or Interrupt Transfer,1590 bytes data,01 36 06 01 CB 07 00 00...,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,Success (Success),01 36 06 01 CB 07 00 00 03 00 00 00 05 02 99 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C1 D0 78 DD D5 08 2E 7B D5 08 58 11 B9 60 B2 EE 8C 40 90 7E F0 AF 54 13 D6 40 00 00 00 00 00 00 F0 3F 03 06 00 00 00 00 00 00 00 00 00 06 EE 4F D5 08 51 00 00 00 30 77 01 00 7D 51 D5 08 00 0D 50 D5 08 51 00 00 00 30 77 01 00 7D 51 D5 08 00 22 50 D5 08 51 00 00 00 30 77 01 00 7D 51 D5 08 00 D8 52 D5 08 50 00 00 00 50 84 01 00 D5 53 D5 08 00 87 BD D5 08 41 00 00 00 40 48 01 00 78 BE D5 08 00 59 DD D5 08 73 00 00 00 D0 FA 01 00 EF DC D5 08 01 88 95 48 DF D5 08 FE 7C D5 08 ED D8 09 69 60 04 8E 40 B4 33 D2 6C 33 7B D3 40 00 00 00 00 00 00 F0 3F 03 06 03 00 00 00 00 00 00 00 00 06 EE 4F D5 08 51 00 00 00 30 77 01 00 7D 51 D5 08 00 0D 50 D5 08 51 00 00 00 30 77 01 00 7D 51 D5
URB,0330,21:05:18.698,11.848557 s,,Bulk or Interrupt Transfer,4096 bytes buffer,,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,
URB,0331,21:05:18.700,11.850738 s,,Bulk or Interrupt Transfer,7 bytes data,01 07 00 10 06 C9 98,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,,01 07 00 10 06 C9 98
URB,0332-0331,21:05:18.702,11.852427 s,1.689 ms,Bulk or Interrupt Transfer,7 bytes buffer,,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,Success (Success)
URB,0333-0330,21:05:18.717,11.867523 s,18.966 ms,Bulk or Interrupt Transfer,14 bytes data,01 0E 00 01 00 00 00 00...,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,Success (Success),01 0E 00 01 00 00 00 00 00 00 00 00 2C BB
URB,0334,21:05:18.717,11.867532 s,,Bulk or Interrupt Transfer,4096 bytes buffer,,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,
URB,0335,21:05:18.717,11.867862 s,,Bulk or Interrupt Transfer,11 bytes data,01 0B 00 12 06 00 00 00...,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,,01 0B 00 12 06 00 00 00 00 CD 61
URB,0336-0335,21:05:18.720,11.870463 s,2.602 ms,Bulk or Interrupt Transfer,11 bytes buffer,,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,Success (Success)
URB,0337-0334,21:05:18.741,11.891489 s,23.957 ms,Bulk or Interrupt Transfer,34 bytes data,01 22 00 01 00 00 00 00...,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,Success (Success),01 22 00 01 00 00 00 00 10 00 00 00 06 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 40 AD 8E 28
URB,0338,21:05:18.741,11.891498 s,,Bulk or Interrupt Transfer,4096 bytes buffer,,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,
URB,0339,21:05:18.741,11.891835 s,,Bulk or Interrupt Transfer,7 bytes data,01 07 00 10 07 E8 88,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,,01 07 00 10 07 E8 88
URB,0340-0339,21:05:18.744,11.894538 s,2.703 ms,Bulk or Interrupt Transfer,7 bytes buffer,,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,Success (Success)
URB,0341-0338,21:05:18.760,11.910605 s,19.107 ms,Bulk or Interrupt Transfer,14 bytes data,01 0E 00 01 00 00 00 00...,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,Success (Success),01 0E 00 01 00 00 00 00 01 00 00 00 98 CD
URB,0342,21:05:18.760,11.910610 s,,Bulk or Interrupt Transfer,4096 bytes buffer,,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,
URB,0343,21:05:18.760,11.910839 s,,Bulk or Interrupt Transfer,11 bytes data,01 0B 00 12 07 01 00 00...,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,,01 0B 00 12 07 01 00 00 00 28 BD
URB,0344-0343,21:05:18.763,11.913617 s,2.778 ms,Bulk or Interrupt Transfer,11 bytes buffer,,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,Success (Success)
URB,0345-0342,21:05:18.785,11.935566 s,24.956 ms,Bulk or Interrupt Transfer,34 bytes data,01 22 00 01 21 00 00 00...,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,Success (Success),01 22 00 01 21 00 00 00 20 00 00 00 07 01 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 6B 40 F6 2D
URB,0346,21:05:18.785,11.935575 s,,Bulk or Interrupt Transfer,4096 bytes buffer,,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,
URB,0347,21:05:18.785,11.935758 s,,Bulk or Interrupt Transfer,7 bytes data,01 07 00 10 08 07 79,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,,01 07 00 10 08 07 79
URB,0348-0347,21:05:18.788,11.938551 s,2.793 ms,Bulk or Interrupt Transfer,7 bytes buffer,,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,Success (Success)
URB,0349-0346,21:05:18.807,11.957558 s,21.983 ms,Bulk or Interrupt Transfer,14 bytes data,01 0E 00 01 4F 0B 00 00...,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,Success (Success),01 0E 00 01 4F 0B 00 00 7F 0B 00 00 7B B9
URB,0350,21:05:18.807,11.957564 s,,Bulk or Interrupt Transfer,4096 bytes buffer,,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,
URB,0351,21:05:18.808,11.959973 s,,Bulk or Interrupt Transfer,12 bytes data,01 0C 00 11 08 4F 0B 00...,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,,01 0C 00 11 08 4F 0B 00 00 04 07 72
URB,0352-0351,21:05:18.811,11.961502 s,1.529 ms,Bulk or Interrupt Transfer,12 bytes buffer,,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,Success (Success)
URB,0353-0350,21:05:18.855,12.005597 s,48.032 ms,Bulk or Interrupt Transfer,2118 bytes data,01 46 08 01 B7 1A 01 00...,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,Success (Success),01 46 08 01 B7 1A 01 00 19 00 00 00 08 01 4F 0B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B6 22 4C F7 D2 08 02 95 D2 08 09 3B 00 00 00 00 00 00 00 00 F3 C6 5A F8 D2 08 10 96 D2 08 09 82 00 00 00 01 00 00 00 00 FB 1D 79 F8 D2 08 2F 96 D2 08 09 3B 00 00 00 00 00 00 00 00 3E 0B 87 F9 D2 08 3D 97 D2 08 09 82 00 00 00 01 00 00 00 00 9C A7 A5 F9 D2 08 5B 97 D2 08 09 3B 00 00 00 00 00 00 00 00 2A 3C B3 FA D2 08 69 98 D2 08 09 82 00 00 00 01 00 00 00 00 82 B0 D2 FA D2 08 88 98 D2 08 09 3B 00 00 00 00 00 00 00 00 A1 F7 E0 FB D2 08 96 99 D2 08 09 82 00 00 00 01 00 00 00 00 85 50 FF FB D2 08 B5 99 D2 08 09 3B 00 00 00 00 00 00 00 00 91 90 0D FD D2 08 C3 9A D2 08 09 82 00 00 00 01 00 00 00 00 46 8E 2B FD D2 08 E1 9A D2 08 09 3B 00 00 00 00 00 00 00 00 4D 33 3A FE D2 08
URB,0354,21:05:18.855,12.005607 s,,Bulk or Interrupt Transfer,4096 bytes buffer,,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,
URB,0355,21:05:18.855,12.005887 s,,Bulk or Interrupt Transfer,12 bytes data,01 0C 00 11 08 53 0B 00...,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,,01 0C 00 11 08 53 0B 00 00 04 76 FD
URB,0356-0355,21:05:18.858,12.008613 s,2.726 ms,Bulk or Interrupt Transfer,12 bytes buffer,,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,Success (Success)
URB,0357-0354,21:05:18.906,12.056636 s,51.029 ms,Bulk or Interrupt Transfer,2118 bytes data,01 46 08 01 1B 1B 01 00...,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,Success (Success),01 46 08 01 1B 1B 01 00 19 00 00 00 08 01 53 0B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 33 B3 AB 45 D3 08 61 E3 D2 08 09 3B 00 00 00 00 00 00 00 00 26 51 F5 45 D3 08 AB E3 D2 08 09 01 66 00 04 04 00 00 00 00 EB 51 F7 45 D3 08 AD E3 D2 08 09 06 00 00 00 00 00 00 00 00 B0 99 F9 45 D3 08 AF E3 D2 08 09 0C 00 00 00 00 00 00 00 00 61 71 FA 45 D3 08 B0 E3 D2 08 09 14 00 00 00 00 00 00 00 00 88 56 FE 45 D3 08 B4 E3 D2 08 09 15 00 00 00 00 00 00 00 00 A9 B0 FF 45 D3 08 B5 E3 D2 08 09 16 00 00 00 00 00 00 00 00 BD 16 00 46 D3 08 B6 E3 D2 08 09 0C 00 00 00 00 00 00 00 00 44 0C 1E 46 D3 08 D4 E3 D2 08 09 3B 00 00 00 00 00 00 00 00 2B 0A B0 48 D3 08 66 E6 D2 08 09 01 67 00 04 04 00 00 00 00 EB 68 CF 48 D3 08 85 E6 D2 08 09 3B 00 00 00 00 00 00 00 00 DE 27 39 53 D3 08
URB,0358,21:05:18.906,12.056644 s,,Bulk or Interrupt Transfer,4096 bytes buffer,,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,
URB,0359,21:05:18.906,12.056906 s,,Bulk or Interrupt Transfer,12 bytes data,01 0C 00 11 08 57 0B 00...,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,,01 0C 00 11 08 57 0B 00 00 04 70 74
URB,0360-0359,21:05:18.910,12.059860 s,2.953 ms,Bulk or Interrupt Transfer,12 bytes buffer,,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,Success (Success)
URB,0361-0358,21:05:18.957,12.107606 s,50.962 ms,Bulk or Interrupt Transfer,2118 bytes data,01 46 08 01 7F 1B 01 00...,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,Success (Success),01 46 08 01 7F 1B 01 00 19 00 00 00 08 01 57 0B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 DA E1 57 8E D3 08 0D 2C D3 08 09 01 46 00 04 04 00 00 00 00 BB 1A 75 8E D3 08 2B 2C D3 08 09 3B 00 00 00 00 00 00 00 00 A9 6B 6C 8F D3 08 22 2D D3 08 09 01 46 00 04 04 00 00 00 00 A5 BF 71 8F D3 08 27 2D D3 08 09 06 00 00 00 00 00 00 00 00 70 72 73 8F D3 08 29 2D D3 08 09 0C 00 00 00 00 00 00 00 00 A7 8D 74 8F D3 08 2A 2D D3 08 09 11 00 00 00 00 00 00 00 00 1C FD 75 8F D3 08 2B 2D D3 08 09 12 00 00 00 00 00 00 00 00 08 5B 76 8F D3 08 2C 2D D3 08 09 13 00 00 00 00 00 00 00 00 5F C0 77 8F D3 08 2D 2D D3 08 09 0C 00 00 00 00 00 00 00 00 A5 80 95 8F D3 08 4B 2D D3 08 09 3B 00 00 00 00 00 00 00 00 07 61 31 94 D3 08 E7 31 D3 08 09 82 00 00 00 01 00 00 00 00 56 CC 33 94 D3 08
URB,0362,21:05:18.957,12.107616 s,,Bulk or Interrupt Transfer,4096 bytes buffer,,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,
URB,0363,21:05:18.958,12.107983 s,,Bulk or Interrupt Transfer,12 bytes data,01 0C 00 11 08 5B 0B 00...,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,,01 0C 00 11 08 5B 0B 00 00 04 5B FF
URB,0364-0363,21:05:18.960,12.110720 s,2.737 ms,Bulk or Interrupt Transfer,12 bytes buffer,,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,Success (Success)
URB,0365-0362,21:05:19.008,12.158614 s,50.998 ms,Bulk or Interrupt Transfer,2118 bytes data,01 46 08 01 E3 1B 01 00...,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,Success (Success),01 46 08 01 E3 1B 01 00 19 00 00 00 08 01 5B 0B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 0F BF 44 ED D3 08 FA 8A D3 08 09 01 2B 00 04 04 00 00 00 00 96 06 62 ED D3 08 18 8B D3 08 09 3B 00 00 00 00 00 00 00 00 F8 98 FC F2 D3 08 B2 90 D3 08 09 01 32 00 04 04 00 00 00 00 38 CF 1A F3 D3 08 D0 90 D3 08 09 3B 00 00 00 00 00 00 00 00 94 2B 49 F4 D3 08 FF 91 D3 08 09 88 00 00 00 03 00 00 00 00 CF 9B 4B F4 D3 08 01 92 D3 08 09 01 32 00 04 04 00 00 00 00 BD B6 69 F4 D3 08 1F 92 D3 08 09 3B 00 00 00 00 00 00 00 00 9D C8 7E F5 D3 08 34 93 D3 08 09 01 31 00 04 04 00 00 00 00 03 F1 9D F5 D3 08 53 93 D3 08 09 3B 00 00 00 00 00 00 00 00 6A 4B FA F5 D3 08 B0 93 D3 08 09 01 31 00 04 04 00 00 00 00 60 4C 10 F6 D3 08 C6 93 D3 08 09 06 00 00 00 00 00 00 00 00 D6 D1 2E F6 D3 08
URB,0366,21:05:19.008,12.158624 s,,Bulk or Interrupt Transfer,4096 bytes buffer,,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,
URB,0367,21:05:19.008,12.158906 s,,Bulk or Interrupt Transfer,12 bytes data,01 0C 00 11 08 5F 0B 00...,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,,01 0C 00 11 08 5F 0B 00 00 04 5D 76
URB,0368-0367,21:05:19.011,12.161613 s,2.707 ms,Bulk or Interrupt Transfer,12 bytes buffer,,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,Success (Success)
URB,0369-0366,21:05:19.059,12.209665 s,51.040 ms,Bulk or Interrupt Transfer,2118 bytes data,01 46 08 01 47 1C 01 00...,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,Success (Success),01 46 08 01 47 1C 01 00 19 00 00 00 08 01 5F 0B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 31 A2 D1 20 D4 08 87 BE D3 08 09 88 0D 00 5F 03 00 00 00 00 7F 56 F0 20 D4 08 A6 BE D3 08 09 3B 00 00 00 00 00 00 00 00 EA DE FE 21 D4 08 B4 BF D3 08 09 88 0D 00 5F 03 00 00 00 00 00 21 1C 22 D4 08 D2 BF D3 08 09 3B 00 00 00 00 00 00 00 00 F8 DF 2A 23 D4 08 E0 C0 D3 08 09 88 0D 00 5F 03 00 00 00 00 AF AE 31 23 D4 08 E7 C0 D3 08 09 01 34 00 04 04 00 00 00 00 12 6B 33 23 D4 08 E9 C0 D3 08 09 06 00 00 00 00 00 00 00 00 E0 0C 35 23 D4 08 EB C0 D3 08 09 01 34 00 04 04 00 00 00 00 7B 8D 59 23 D4 08 0F C1 D3 08 09 3B 00 00 00 00 00 00 00 00 B7 06 30 2A D4 08 E6 C7 D3 08 09 88 00 00 00 03 00 00 00 00 12 E8 4F 2A D4 08 05 C8 D3 08 09 3B 00 00 00 00 00 00 00 00 CE 30 5D 2B D4 08
URB,0370,21:05:19.059,12.209672 s,,Bulk or Interrupt Transfer,4096 bytes buffer,,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,
URB,0371,21:05:19.059,12.209926 s,,Bulk or Interrupt Transfer,12 bytes data,01 0C 00 11 08 63 0B 00...,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,,01 0C 00 11 08 63 0B 00 00 04 98 F1
URB,0372-0371,21:05:19.062,12.212639 s,2.713 ms,Bulk or Interrupt Transfer,12 bytes buffer,,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,Success (Success)
URB,0373-0370,21:05:19.109,12.259726 s,50.054 ms,Bulk or Interrupt Transfer,2118 bytes data,01 46 08 01 AB 1C 01 00...,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,Success (Success),01 46 08 01 AB 1C 01 00 19 00 00 00 08 01 63 0B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 5D BD EB 6A D4 08 A1 08 D4 08 09 06 00 00 00 00 00 00 00 00 B3 D0 ED 6A D4 08 A3 08 D4 08 09 0C 00 00 00 00 00 00 00 00 0D C9 F1 6A D4 08 A7 08 D4 08 09 11 00 00 00 00 00 00 00 00 52 CA F3 6A D4 08 A9 08 D4 08 09 0C 00 00 00 00 00 00 00 00 D0 D7 F5 6A D4 08 AB 08 D4 08 09 14 00 00 00 00 00 00 00 00 F7 5B F6 6A D4 08 AC 08 D4 08 09 15 00 00 00 00 00 00 00 00 A0 C0 F7 6A D4 08 AD 08 D4 08 09 16 00 00 00 00 00 00 00 00 B4 66 F8 6A D4 08 AE 08 D4 08 09 0C 00 00 00 00 00 00 00 00 CB 56 FC 6A D4 08 B2 08 D4 08 09 14 00 00 00 00 00 00 00 00 54 0C FF 6A D4 08 B5 08 D4 08 09 15 00 00 00 00 00 00 00 00 03 97 00 6B D4 08 B6 08 D4 08 09 16 00 00 00 00 00 00 00 00 1C 3D 00 6B D4 08
URB,0374,21:05:19.109,12.259736 s,,Bulk or Interrupt Transfer,4096 bytes buffer,,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,
URB,0375,21:05:19.110,12.260082 s,,Bulk or Interrupt Transfer,12 bytes data,01 0C 00 11 08 67 0B 00...,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,,01 0C 00 11 08 67 0B 00 00 04 9E 78
URB,0376-0375,21:05:19.112,12.262699 s,2.616 ms,Bulk or Interrupt Transfer,12 bytes buffer,,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,Success (Success)
URB,0377-0374,21:05:19.160,12.310669 s,50.932 ms,Bulk or Interrupt Transfer,2118 bytes data,01 46 08 01 0F 1D 01 00...,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,Success (Success),01 46 08 01 0F 1D 01 00 19 00 00 00 08 01 67 0B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 FA 2D CE AC D4 08 84 4A D4 08 09 3B 00 00 00 00 00 00 00 00 96 AE C7 AF D4 08 7D 4D D4 08 09 88 00 00 00 03 00 00 00 00 33 6B C9 AF D4 08 7F 4D D4 08 09 01 35 00 04 04 00 00 00 00 03 7E E7 AF D4 08 9D 4D D4 08 09 3B 00 00 00 00 00 00 00 00 C4 F7 1F B2 D4 08 D5 4F D4 08 09 82 00 00 00 01 00 00 00 00 5F BE 21 B2 D4 08 D7 4F D4 08 09 01 3B 00 04 04 00 00 00 00 45 99 40 B2 D4 08 F6 4F D4 08 09 3B 00 00 00 00 00 00 00 00 D4 85 CF B6 D4 08 85 54 D4 08 09 01 3D 00 04 04 00 00 00 00 13 8B EE B6 D4 08 A4 54 D4 08 09 3B 00 00 00 00 00 00 00 00 D6 EC AA B8 D4 08 60 56 D4 08 09 01 42 00 04 04 00 00 00 00 5B E4 AB B8 D4 08 61 56 D4 08 09 06 00 00 00 00 00 00 00 00 71 28 AD B8 D4 08
URB,0378,21:05:19.160,12.310676 s,,Bulk or Interrupt Transfer,4096 bytes buffer,,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,
URB,0379,21:05:19.161,12.310980 s,,Bulk or Interrupt Transfer,12 bytes data,01 0C 00 11 08 6B 0B 00...,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,,01 0C 00 11 08 6B 0B 00 00 04 B5 F3
URB,0380-0379,21:05:19.163,12.313609 s,2.629 ms,Bulk or Interrupt Transfer,12 bytes buffer,,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,Success (Success)
URB,0381-0378,21:05:19.211,12.361657 s,50.981 ms,Bulk or Interrupt Transfer,2118 bytes data,01 46 08 01 73 1D 01 00...,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,Success (Success),01 46 08 01 73 1D 01 00 19 00 00 00 08 01 6B 0B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 61 3A 8F 13 D5 08 45 B1 D4 08 09 06 00 00 00 00 00 00 00 00 6B 97 96 13 D5 08 4C B1 D4 08 09 0C 00 00 00 00 00 00 00 00 58 1B 97 13 D5 08 4D B1 D4 08 09 11 00 00 00 00 00 00 00 00 C5 9D 9C 13 D5 08 52 B1 D4 08 09 12 00 00 00 00 00 00 00 00 06 1C AF 13 D5 08 65 B1 D4 08 09 13 00 00 00 00 00 00 00 00 49 DB B0 13 D5 08 66 B1 D4 08 09 0C 00 00 00 00 00 00 00 00 05 6E CE 13 D5 08 84 B1 D4 08 09 3B 00 00 00 00 00 00 00 00 54 31 24 15 D5 08 DA B2 D4 08 09 01 47 00 04 04 00 00 00 00 7F DC 27 15 D5 08 DD B2 D4 08 09 06 00 00 00 00 00 00 00 00 CF A3 2B 15 D5 08 E1 B2 D4 08 09 0C 00 00 00 00 00 00 00 00 69 00 49 15 D5 08 FF B2 D4 08 09 3B 00 00 00 00 00 00 00 00 38 9D BA 15 D5 08
URB,0382,21:05:19.211,12.361667 s,,Bulk or Interrupt Transfer,4096 bytes buffer,,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,
URB,0383,21:05:19.243,12.393599 s,,Bulk or Interrupt Transfer,12 bytes data,01 0C 00 11 08 6F 0B 00...,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,,01 0C 00 11 08 6F 0B 00 00 04 B3 7A
URB,0384-0383,21:05:19.244,12.394644 s,1.046 ms,Bulk or Interrupt Transfer,12 bytes buffer,,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,Success (Success)
URB,0385-0382,21:05:19.286,12.435791 s,74.124 ms,Bulk or Interrupt Transfer,2118 bytes data,01 46 08 01 D7 1D 01 00...,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,Success (Success),01 46 08 01 D7 1D 01 00 19 00 00 00 08 01 6F 0B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 72 EF 79 73 D5 08 2F 11 D5 08 09 82 00 00 00 01 00 00 00 00 41 71 98 73 D5 08 4E 11 D5 08 09 3B 00 00 00 00 00 00 00 00 03 86 A6 74 D5 08 5C 12 D5 08 09 82 00 00 00 01 00 00 00 00 AB DE C4 74 D5 08 7A 12 D5 08 09 3B 00 00 00 00 00 00 00 00 3D 95 D2 75 D5 08 88 13 D5 08 09 82 00 00 00 01 00 00 00 00 A1 C0 F1 75 D5 08 A7 13 D5 08 09 3B 00 00 00 00 00 00 00 00 93 10 FF 76 D5 08 B5 14 D5 08 09 82 00 00 00 01 00 00 00 00 3E 09 1D 77 D5 08 D3 14 D5 08 09 3B 00 00 00 00 00 00 00 00 EA 9E 2B 78 D5 08 E1 15 D5 08 09 82 00 00 00 01 00 00 00 00 34 A7 4A 78 D5 08 00 16 D5 08 09 3B 00 00 00 00 00 00 00 00 B2 2F 58 79 D5 08 0E 17 D5 08 09 82 00 00 00 01 00 00 00 00 BE BB 76 79 D5 08
URB,0386,21:05:19.286,12.435825 s,,Bulk or Interrupt Transfer,4096 bytes buffer,,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,
URB,0387,21:05:19.286,12.436168 s,,Bulk or Interrupt Transfer,12 bytes data,01 0C 00 11 08 73 0B 00...,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,,01 0C 00 11 08 73 0B 00 00 04 C2 F5
URB,0388-0387,21:05:19.289,12.438760 s,2.592 ms,Bulk or Interrupt Transfer,12 bytes buffer,,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,Success (Success)
URB,0389-0386,21:05:19.336,12.486713 s,50.888 ms,Bulk or Interrupt Transfer,2118 bytes data,01 46 08 01 3B 1E 01 00...,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,Success (Success),01 46 08 01 3B 1E 01 00 19 00 00 00 08 01 73 0B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 D6 78 A1 BD D5 08 57 5B D5 08 09 01 3E 00 04 04 00 00 00 00 6C 2C A2 BD D5 08 58 5B D5 08 09 06 00 00 00 00 00 00 00 00 B2 51 A4 BD D5 08 5A 5B D5 08 09 09 00 00 00 00 00 00 00 00 C0 3F A6 BD D5 08 5C 5B D5 08 09 0A 00 00 00 00 00 00 00 00 A0 E9 A6 BD D5 08 5C 5B D5 08 09 0B 00 00 00 00 00 00 00 00 83 02 AA BD D5 08 60 5B D5 08 09 01 43 00 04 04 00 00 00 00 27 10 C9 BD D5 08 7F 5B D5 08 09 3B 00 00 00 00 00 00 00 00 17 E9 21 BE D5 08 D7 5B D5 08 09 01 43 00 04 04 00 00 00 00 43 4B 25 BE D5 08 DB 5B D5 08 09 06 00 00 00 00 00 00 00 00 83 AD 28 BE D5 08 DE 5B D5 08 09 0C 00 00 00 00 00 00 00 00 26 35 29 BE D5 08 DF 5B D5 08 09 14 00 00 00 00 00 00 00 00 77 C4 2B BE D5 08
URB,0390,21:05:19.336,12.486723 s,,Bulk or Interrupt Transfer,4096 bytes buffer,,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,
